target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag,AR
SK -68 137,SK -68 137,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+137,Early O Giant,Gaia DR3 4657783322622150784,84.60284993,-68.87581514,2016,LMC,None,O2 III(f*),2004ApJ...608.1028W,O,2,III,12.24,2002ApJS..141...81M,13.22,2002ApJS..141...81M,13.29,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.21,Derived from (B-V)0,55000,2004ApJ...608.1028W,,None,6.19,2004ApJ...608.1028W,13.7,"Derived from L,Teff",,None,107,2009ApJ...700..844P,3200,1998MNRAS.300..828P,2.00E-06,2004ApJ...608.1028W,FALSE,None,FALSE,,,,,,FALSE
VFTS 352,VFTS 352,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+352,O Binary,Gaia DR3 4657678216202797440,84.61858826,-69.18864492,2016,LMC,30 Dor,O4.5 V(n)((fc)):z: + O5.5 V(n)((fc)):z:,2014A&A...564A..40W,O,4.5,V,,None,14.28,2011A&A...530A.108E,14.38,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,41600,2020A&A...634A.118M,4.1,2020A&A...634A.118M,5.1,2020A&A...634A.118M,6.8,2020A&A...634A.118M,22.8,2020A&A...634A.118M,275,2020A&A...634A.118M,2300,2019ApJ...880..115A,7.90E-08,2019ApJ...880..115A,TRUE,2020A&A...634A.118M,TRUE,,,,,,TRUE
VFTS 355,VFTS 355,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+355,Early O Dwarf,Gaia DR3 4657688695923883648,84.62146391,-68.96092109,2016,LMC,30 Dor,O4 V((n))((fc))z,2014A&A...564A..40W,O,4,V,,None,13.93,2011A&A...530A.108E,14.12,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.09,Derived from (B-V)0,43400,2017A&A...601A..79S,3.84,2017A&A...601A..79S,5.52,2017A&A...601A..79S,10.4,2017A&A...601A..79S,57.3,2017A&A...601A..79S,134,2013A&A...560A..29R,,None,,None,TRUE,2013A&A...550A.107S,FALSE,,,,,,FALSE
VFTS 404,VFTS 404,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+404,Early O Dwarf,Gaia DR3 4657679831110499840,84.64097576,-69.16585091,2016,LMC,30 Dor,O3.5 V(n)((fc)),2014A&A...564A..40W,O,3.5,V,,None,14.16,2011A&A...530A.108E,14.14,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.3,Derived from (B-V)0,44700,2014A&A...570A..38B,,None,5.91,2014A&A...570A..38B,,None,78,2014A&A...570A..38B,,None,3010,2014A&A...570A..38B,1.60E-06,2014A&A...570A..38B,TRUE,2017A&A...598A..84A,FALSE,,,,,,FALSE
VFTS 406,VFTS 406,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+406,Mid O Dwarf,Gaia DR3 4657686325102023552,84.64158598,-69.07256155,2016,LMC,None,O6 Vnn,2014A&A...564A..40W,O,6,V,13.67,1993AJ....105..560P,14.31,1993AJ....105..560P,14.3,1993AJ....105..560P,-0.28,2006A&A...457..637M,0.29,Derived from (B-V)0,37600,2014A&A...570A..38B,,None,5.48,2014A&A...570A..38B,13,"Derived from L,Teff",44,2014A&A...570A..38B,356,2013A&A...560A..29R,2600,2014A&A...570A..38B,4.00E-06,2014A&A...570A..38B,FALSE,None,FALSE,,,,,,FALSE
VFTS 440,VFTS 440,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+440,Mid O Bright Giant,Gaia DR3 4657686286459828992,84.65723206,-69.08918586,2016,LMC,30 Dor,O6-6.5 II(f),2014A&A...564A..40W,O,6,II,12.91,1993AJ....106..560P,13.66,1993AJ....106..560P,13.6,1993AJ....106..560P,-0.27,2006A&A...457..637M,0.33,Derived from (B-V)0,33800,2017A&A...600A..81R,3.27,2017A&A...600A..81R,5.63,2017A&A...600A..81R,19.3,2017A&A...600A..81R,38.8,2017A&A...600A..81R,146,2017A&A...600A..81R,1711,2017A&A...600A..81R,2.00E-06,2017A&A...600A..81R,TRUE,2022A&A...665A.148S,TRUE,,,,,,TRUE
VFTS 482,Cl* NGC 2070 MEL 39,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+39,Early O Supergiant,Gaia DR3 4657679659312960256,84.66758802,-69.09997465,2016,LMC,30 Dor,O2.5 If*/WN6,2011MNRAS.416.1311C,O,2.5,I,12.12,1999A&A...341...98S,12.97,1999A&A...341...98S,12.85,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.4,Derived from (B-V)0,42200,2014A&A...570A..38B,,None,6.4,2014A&A...570A..38B,29.7,"Derived from L,Teff",145,2014A&A...570A..38B,200,2014A&A...570A..38B,2600,2014A&A...570A..38B,4.00E-05,2014A&A...570A..38B,TRUE,2021.Crowther....pc,FALSE,,,,,,FALSE
VFTS 506,VFTS 506,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+506,Early O Dwarf,Gaia DR3 4657685534828092032,84.67315196,-69.0887459,2016,LMC,30 Dor,ON2 V((n))((f*)),2014A&A...564A..40W,O,2,V,12.47,1999A&A...341...98S,13.32,1999A&A...341...98S,13.31,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.29,Derived from (B-V)0,47300,2014A&A...570A..38B,,None,6.24,2014A&A...570A..38B,19.7,"Derived from L,Teff",122,2014A&A...570A..38B,93,2013A&A...560A..29R,3040,2014A&A...570A..38B,2.50E-06,2014A&A...570A..38B,FALSE,None,FALSE,,,,,,FALSE
BAT99 105,Cl* NGC 2070 MEL 42,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+42,Early O Supergiant,Gaia DR3 4657685534828234496,84.67546938,-69.09870067,2016,LMC,30 Dor,O2 If*,2011MNRAS.416.1311C,O,2,I,11.84,1993AJ....106..560P,12.71,1993AJ....106..560P,12.71,1993AJ....106..560P,-0.28,2006A&A...457..637M,0.28,Derived from (B-V)0,47300,2014A&A...570A..38B,,None,6.56,2014A&A...570A..38B,28.4,"Derived from L,Teff",189,2014A&A...570A..38B,200,2014A&A...570A..38B,2800,2014A&A...570A..38B,2.50E-05,2014A&A...570A..38B,FALSE,None,FALSE,,,,,,FALSE
VFTS 542,Cl* NGC 2070 MEL 30,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+30,Early O Supergiant,Gaia DR3 4657685530496766336,84.67957083,-69.09635925,2016,LMC,30 Dor,O2 If*/WN5 + B0 V,2019A&A...627A.151S,O,2,I,12.67,1999A&A...341...98S,13.56,1999A&A...341...98S,13.47,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.37,Derived from (B-V)0,47000,2019A&A...627A.151S,,None,6.14,2019A&A...627A.151S,18,2019A&A...627A.151S,101,2019A&A...627A.151S,130,2019A&A...627A.151S,1800,2019A&A...627A.151S,1.00E-05,2019A&A...627A.151S,TRUE,2019A&A...627A.151S,FALSE,,,,,,FALSE
VFTS 545,Cl* NGC 2070 MEL 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+35,Early O Supergiant,Gaia DR3 4657679659312999296,84.6800339,-69.10402931,2016,LMC,30 Dor,O2 If*/WN5,2011MNRAS.416.1311C,O,2,I,12.66,1999A&A...341...98S,13.52,1999A&A...341...98S,13.4,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.4,Derived from (B-V)0,47300,2014A&A...570A..38B,,None,6.3,2014A&A...570A..38B,21.1,"Derived from L,Teff",133,2014A&A...570A..38B,200,2014A&A...570A..38B,2800,2014A&A...570A..38B,2.50E-05,2014A&A...570A..38B,FALSE,None,FALSE,,,,,,FALSE
VFTS 586,VFTS 586,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+586,Early O Dwarf,Gaia DR3 4657686084583876480,84.68914725,-69.04762164,2016,LMC,30 Dor,O4 V((n))((fc))z,2014A&A...564A..40W,O,4,V,,None,14.92,2011A&A...530A.108E,15.04,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,45000,2014A&A...564A..39S,4,2014A&A...564A..39S,5.42,2014A&A...564A..39S,8.5,"Derived from L,Teff",,None,100,2014A&A...564A..39S,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -69 246,SK -69 246,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+246,WN Binary,Gaia DR3 4657686222022977920,84.72243225,-69.03357798,2016,LMC,30 Dor,WN5/6h + WN6/7h,2021A&A...650A.147S,WN,5,none,10.11,1993AJ....106..560P,10.98,1993AJ....106..560P,11.1,1993AJ....106..560P,,None,0.2,2021A&A...650A.147S,,2021A&A...650A.147S,,None,6.44,2021A&A...650A.147S,22,2021A&A...650A.147S,111,2021A&A...650A.147S,80,2021A&A...650A.147S,1400,2021A&A...650A.147S,4.20E-05,2021A&A...650A.147S,TRUE,2021A&A...650A.147S,TRUE,,,,,,TRUE
SK -68 140,SK -68 140,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+140,Early B Supergiant,Gaia DR3 4657688313632701568,84.73823652,-68.94809392,2016,LMC,30 Dor,B0.7 Ib-Iab Nwk,2015A&A...574A..13E,B,0.7,I,11.99,2002ApJS..141...81M,12.84,2002ApJS..141...81M,12.79,2002ApJS..141...81M,-0.19,1970A&A.....4..234F,0.24,Derived from (B-V)0,23500,2015A&A...575A..70M,2.75,2015A&A...575A..70M,5.64,2015A&A...575A..70M,39.9,"Derived from L,Teff",37,2015A&A...575A..70M,53,2015A&A...575A..70M,,None,,None,FALSE,None,FALSE,,,,,,TRUE
HD 269927C,[ST92] 5-68,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ST92]+5-68,Late WN Star,Gaia DR3 4657650041187538688,84.74209173,-69.48876334,2016,LMC,LH 101,WN9h,1996MNRAS.281..163S,WN,9,none,11.53,1998A&AS..130..527T,12.5,1998A&AS..130..527T,12.63,1998A&AS..130..527T,,None,0.15,2014A&A...565A..27H,32000,2014A&A...565A..27H,,None,5.58,2014A&A...565A..27H,20.6,2014A&A...565A..27H,32,2014A&A...565A..27H,,None,500,2014A&A...565A..27H,4.70E-06,2014A&A...565A..27H,FALSE,None,FALSE,,,,,,FALSE
ST92 5-31,W61 3-19,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+3-19,Early O,Gaia DR3 4657647086275462784,84.79846952,-69.51039604,2016,LMC,LH 101,O2-3(n)f*p,2010AJ....139.1283W,O,2,none,11.39,2005ApJ...627..477M,12.31,2005ApJ...627..477M,12.37,2005ApJ...627..477M,-0.28,2006A&A...457..637M,0.22,Derived from (B-V)0,44000,2012A&A...543A..95R,3.6,2012A&A...543A..95R,6.34,2012A&A...543A..95R,25.3,2012A&A...543A..95R,,None,180,2012A&A...543A..95R,2850,2012A&A...543A..95R,2.09E-05,2012A&A...543A..95R,FALSE,None,TRUE,,,,,,TRUE
ST92 5-27,[ST92] 5-27,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ST92]+5-27,Early O Dwarf,Gaia DR3 4657647189354677376,84.806495,-69.50139046,2016,LMC,LH 101,O3 V((f)),2000AJ....119.2214M,O,3,V,13.48,1998A&AS..130..527T,14.48,1998A&AS..130..527T,14.58,1998A&AS..130..527T,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,47000,2012A&A...543A..95R,4,2012A&A...543A..95R,5.46,2012A&A...543A..95R,8.1,2012A&A...543A..95R,,None,120,2012A&A...543A..95R,2400,2012A&A...543A..95R,2.70E-07,2012A&A...543A..95R,FALSE,None,FALSE,,,,,,FALSE
ST92 4-18,W61 4-4,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+4-4,Mid O Supergiant,Gaia DR3 4657649452784468096,84.96122141,-69.40763046,2016,LMC,LH 104,O5 If,2000AJ....119.2214M,O,5,I,12.63,2000AJ....119.2214M,13.64,2000AJ....119.2214M,13.66,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.26,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
BI 265,BI 265,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+265,Mid O Giant,Gaia DR3 4657639320947542528,85.01929275,-69.66407518,2016,LMC,None,O5 III(fc),2015A&A...584A...5E,O,5,III,11.42,1999MNRAS.306..279S,12.43,1999MNRAS.306..279S,12.58,1999MNRAS.306..279S,-0.28,2006A&A...457..637M,0.13,Derived from (B-V)0,,None,,None,,None,,None,,None,280,2010AJ....139.1283W,,None,,None,FALSE,None,FALSE,,,,,,FALSE
Farina  88,[FBM2009] 88,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[FBM2009]+88,Early O Giant,Gaia DR3 4657639213569095936,85.03426024,-69.65479147,2016,LMC,None,O4 III(f),2009AJ....138..510F,O,4,III,12.87,2004AJ....128.1606Z,13.56,2004AJ....128.1606Z,13.63,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.21,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
UCAC3 42-33014,UCAC3 42-33014,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=UCAC3+42-33014,Mid O,Gaia DR3 4657648662488603520,85.05687093,-69.42638674,2016,LMC,30 Dor,O7.5n(f)p,2010AJ....139.1283W,O,7.5,none,12.11,2004AJ....128.1606Z,13.17,2004AJ....128.1606Z,13.3,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
SK -71 50,SK -71 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+50,Mid O Bright Giant,Gaia DR3 4651015450609158912,85.17992,-71.48351958,2016,LMC,None,O6.5 III,1986AJ.....92...48C,O,6.5,III,12.31,1979A&AS...38..239I,13.32,1979A&AS...38..239I,13.44,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.15,Derived from (B-V)0,,None,,None,,None,,None,,None,296,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,TRUE
SK -69 279,SK -69 279,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+279,Late O Supergiant,Gaia DR3 4657598226724945024,85.43608747,-69.58747031,2016,LMC,None,O9.2 Iaf,2018MNRAS.474.1412G,O,9.2,I,12,1975A&AS...19..259I,12.84,1975A&AS...19..259I,12.79,1975A&AS...19..259I,-0.26,2006A&A...457..637M,0.31,Derived from (B-V)0,29500,2018MNRAS.474.1412G,,None,5.54,2018MNRAS.474.1412G,22.7,2018MNRAS.474.1412G,,None,97,2018MNRAS.474.1412G,800,2018MNRAS.474.1412G,5.50E-06,2018MNRAS.474.1412G,FALSE,None,FALSE,,,,,,TRUE
SK -68 155,SK -68 155,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+155,Late O Supergiant,Gaia DR3 4657734978467410176,85.72894814,-68.94846251,2016,LMC,None,B0.5 I,1978A&AS...31..243R,B,0.5,I,11.84,2002ApJS..141...81M,12.74,2002ApJS..141...81M,12.75,2002ApJS..141...81M,-0.24,1970A&A.....4...34F,0.23,Derived from (B-V)0,,None,,None,,None,,None,,None,96,2009ApJ...700..844P,,None,,None,FALSE,None,FALSE,,,,,,TRUE
LH 114-7,[L72] LH 114-7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[L72]+LH+114-7,Early O Giant,Gaia DR3 4659315320281099264,85.80418016,-67.85475408,2016,LMC,LH 114,O2 III(f*) + OB?,2002AJ....123.2754W,O,2,III,12.27,2002ApJS..141...81M,13.41,2002ApJS..141...81M,13.66,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,3200,2005ApJ...627..477M,,None,FALSE,None,FALSE,,,,,,FALSE
BI 272,BI 272,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+272,Mid O Giant,Gaia DR3 4659450560221626880,86.09630487,-67.24144419,2016,LMC,None,O7 II,1986AJ.....92...48C,O,7,II,12.05,1982A&AS...50....7I,13.06,1982A&AS...50....7I,13.28,1982A&AS...50....7I,-0.27,2006A&A...457..637M,0.05,Derived from (B-V)0,,None,,None,,None,,None,,None,212,2009ApJ...700..844P,3400,2003ApJ...586..996M,,None,FALSE,None,FALSE,,,,,,FALSE
SK -67 261,SK -67 261,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+261,Late O Giant,Gaia DR3 4659457672688249472,86.31351326,-67.17173876,2016,LMC,None,O8.5 III,1995ApJ...438..188M,O,8.5,III,11.42,1975A&AS...19..259I,12.37,1975A&AS...19..259I,12.5,1975A&AS...19..259I,-0.27,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,,,,,,FALSE
SK -67 266,BAT99 133,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+133,Late WN Star,Gaia DR3 4659439560768356992,86.46643389,-67.24053502,2016,LMC,None,WN11h,1997A&A...320..500C,WN,11,none,10.93,1972A&AS....6..249A,11.88,1972A&AS....6..249A,12.01,1972A&AS....6..249A,,None,0.11,2014A&A...565A..27H,28000,2014A&A...565A..27H,,None,5.69,2014A&A...565A..27H,29.4,2014A&A...565A..27H,41,2014A&A...565A..27H,,None,200,2014A&A...565A..27H,3.80E-06,2014A&A...565A..27H,FALSE,None,FALSE,,,,,,FALSE
SK -70 115,SK -70 115,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+115,Mid O Supergiant,Gaia DR3 4657383027347819392,87.20690596,-70.06606164,2016,LMC,LH 117,O6 If,2004NewAR..48..727N,O,6,I,11.16,1975A&AS...19..259I,12.14,1975A&AS...19..259I,12.24,1975A&AS...19..259I,-0.27,2006A&A...457..637M,0.17,Derived from (B-V)0,,None,,None,,None,,None,,None,164,2009ApJ...700..844P,2200,2003ApJ...586..996M,,None,TRUE,2004NewAR..48..727N,FALSE,,,,,,TRUE
NGC 3109 EBU 07,[EBU2007] 7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+7,Early B Supergiant,Gaia DR3 5467163548681557376,150.7280034,-26.14990673,2016,NGC 3109,None,B0-1 Ia,2007ApJ...659.1198E,B,0,I,,None,,None,18.69,2007ApJ...659.1198E,,None,0.09,2007ApJ...659.1198E,27000,2007ApJ...659.1198E,2.9,2007ApJ...659.1198E,5.82,2007ApJ...659.1198E,37,2007ApJ...659.1198E,39.7,2007ApJ...659.1198E,,None,,None,,None,FALSE,None,FALSE,16.25,16.62,17.23,18.27,20.12,FALSE
NGC 3109 EBU 20,[EBU2007] 20,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+20,Mid O Supergiant,Gaia DR3 5467163415536225792,150.763735,-26.15592822,2016,NGC 3109,None,O8 I,2007ApJ...659.1198E,O,8,I,,None,,None,19.33,2007ApJ...659.1198E,-0.27,2006A&A...457..637M,,None,31150,2014A&A...572A..36T,3.53,2014A&A...572A..36T,5.87,2014A&A...572A..36T,23.7,2014A&A...572A..36T,69.1,2014A&A...572A..36T,110,2014A&A...572A..36T,2166,2014A&A...572A..36T,4.50E-06,2014A&A...572A..36T,FALSE,None,FALSE,17.04,17.35,17.9,18.91,20.67,FALSE
NGC 3109 EBU 34,[EBU2007] 34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+34,Mid O Supergiant,Gaia DR3 5467160804196062336,150.8096092,-26.15497172,2016,NGC 3109,None,O8 I(f),2007ApJ...659.1198E,O,8,I,,None,,None,19.61,2007ApJ...659.1198E,-0.27,2006A&A...457..637M,,None,33050,2014A&A...572A..36T,3.16,2014A&A...572A..36T,5.69,2014A&A...572A..36T,21.8,2014A&A...572A..36T,25,2014A&A...572A..36T,82,2014A&A...572A..36T,1357,2014A&A...572A..36T,1.80E-06,2014A&A...572A..36T,FALSE,None,FALSE,16.99,17.4,18.03,19.16,21.07,FALSE
Sextans A LGN s014,LGGS J101053.81-044113.0,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LGGS+J101053.81-044113.0,Mid O Giant,Gaia DR3 3779988382066051840,152.7241592,-4.686974317,2016,Sextans A,None,O7.5 III((f)),2022MNRAS.516.4164L,O,7.5,III,19.22,2007AJ....133.2393M,20.42,2007AJ....133.2393M,20.69,2007AJ....133.2393M,-0.27,2006A&A...457..637M,0.01,Derived from (B-V)0,37400,2016A&A...585A..82C,3.8,2016A&A...585A..82C,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sextans A LGGS J101056.86-044040.8,LGGS J101056.86-044040.8,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LGGS+J101056.86-044040.8,Late O,Gaia DR3 3779988764316004480,152.7368555,-4.678029041,2016,Sextans A,None,O,None,O,none,none,20.13,2007AJ....133.2393M,20.14,2007AJ....133.2393M,20.41,2007AJ....133.2393M,-0.27,2006A&A...457..637M,0,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sextans A LGN s004,[VPW98] 1805,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[VPW98]+1805,Mid O Dwarf,None,152.7412083,-4.7195,2000,Sextans A,None,O5 III,2022MNRAS.516.4164L,O,5,III,19.44,2007AJ....133.2393M,20.64,2007AJ....133.2393M,20.92,2007AJ....133.2393M,-0.28,2006A&A...457..637M,0,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,18.05,18.45,19.17,20.37,22.38,FALSE
Sextans A LGN s029,[VPW98] 1744,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[VPW98]+1744,Late O Giant,Gaia DR3 3779987321206994432,152.7424467,-4.721794376,2016,Sextans A,None,O8.5 III,2022MNRAS.516.4164L,O,8.5,III,19.37,2007AJ....133.2393M,20.56,2007AJ....133.2393M,20.8,2007AJ....133.2393M,-0.27,2006A&A...457..637M,0.02,Derived from (B-V)0,32500,2021ApJ...922..191T,3.5,2021ApJ...922..191T,5.1,2021ApJ...922..191T,12.1,2021ApJ...922..191T,21,2021ApJ...922..191T,290,2021ApJ...922..191T,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sextans A LGN s003,[VPW98] 1670,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[VPW98]+1670,Early O Dwarf,Gaia DR3 3779987321206922624,152.7440827,-4.724706174,2016,Sextans A,None,O3-5 Vz,2019MNRAS.484..422G,O,3,V,19.52,2007AJ....133.2393M,20.71,2007AJ....133.2393M,20.8,2007AJ....133.2393M,-0.28,2006A&A...457..637M,0.19,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,18.49,18.84,19.41,20.47,20.08,FALSE
Sextans A LGN s050,LGGS J101100.66-044044.3,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LGGS+J101100.66-044044.3,Late O Supergiant,Gaia DR3 3779988592517614720,152.7527144,-4.679000936,2016,Sextans A,None,O9.7 I,2022MNRAS.516.4164L,O,9.7,I,18.22,2007AJ....133.2393M,19.36,2007AJ....133.2393M,19.61,2007AJ....133.2393M,-0.26,2006A&A...457..637M,0.01,Derived from (B-V)0,26300,2016A&A...585A..82C,2.9,2016A&A...585A..82C,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sextans A LGN s089,LGGS J101102.38-044014.6,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LGGS+J101102.38-044014.6,Early B Supergiant,Gaia DR3 3779988695596401408,152.7598593,-4.670745572,2016,Sextans A,None,B2.5 I,2022MNRAS.516.4164L,B,2.5,I,18.73,2007AJ....133.2393M,19.48,2007AJ....133.2393M,19.58,2007AJ....133.2393M,-0.15,1970A&A.....4..234F,0.05,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sextans A LGN s037,LGGS J101104.78-044224.1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LGGS+J101104.78-044224.1,Late O Supergiant,Gaia DR3 3779987733523773440,152.7698743,-4.706732581,2016,Sextans A,None,O9 I,2022MNRAS.516.4164L,O,9,I,19.28,2007AJ....133.2393M,20.45,2007AJ....133.2393M,20.68,2007AJ....133.2393M,-0.26,2006A&A...457..637M,0.03,Derived from (B-V)0,31400,2016A&A...585A..82C,3.24,2016A&A...585A..82C,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sextans A LGN s021,LGGS J101104.79-044220.9,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LGGS+J101104.79-044220.9,Late O Dwarf,Gaia DR3 3779987733523729408,152.7699579,-4.705822205,2016,Sextans A,None,O8 V,2022MNRAS.516.4164L,O,8,V,19.18,2007AJ....133.2393M,20.13,2007AJ....133.2393M,20.6,2007AJ....133.2393M,-0.27,2006A&A...457..637M,-0.2,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sextans A LGN s022,[VPW98] 451,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[VPW98]+451,Late O Dwarf,Gaia DR3 3779987664804253952,152.772396,-4.711153188,2016,Sextans A,None,O8 V,2022MNRAS.516.4164L,O,8,V,18.06,2007AJ....133.2393M,19.2,2007AJ....133.2393M,19.46,2007AJ....133.2393M,-0.27,2006A&A...457..637M,0.01,Derived from (B-V)0,31900,2016A&A...585A..82C,3.72,2016A&A...585A..82C,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
Sextans A LGN s071,[VPW98] 412,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[VPW98]+412,Early B Supergiant,Gaia DR3 3779987733523729280,152.7736716,-4.703787417,2016,Sextans A,None,B1 I,2022MNRAS.516.4164L,B,1,I,18.39,2007AJ....133.2393M,19.46,2007AJ....133.2393M,19.7,2007AJ....133.2393M,-0.19,1970A&A.....4..234F,0,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,FALSE,None,FALSE,17.38,17.71,18.3,19.28,21.16,FALSE
Sextans A LGN s038,LGGS J101106.05-044211.4,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LGGS+J101106.05-044211.4,Late O Supergiant,Gaia DR3 3779987767883386752,152.7751585,-4.703191724,2016,Sextans A,None,O9 I((f)),2022MNRAS.516.4164L,O,9,I,18.08,2007AJ....133.2393M,19.26,2007AJ....133.2393M,19.49,2007AJ....133.2393M,-0.26,2006A&A...457..637M,0.03,Derived from (B-V)0,29300,2016A&A...585A..82C,3.27,2016A&A...585A..82C,,None,,None,,None,,None,,None,,None,FALSE,None,TRUE,,,,,,TRUE
